REPO_EXAMPLE_ID  ,NAME  ,OWNER  ,URL  ,DATABASE_CONNECTION  ,DOCKERFILE  ,LOGS_SERVICE  ,MESSAGING  ,MICROSERVICE_MENTION  ,RESTFUL  ,SOAP  ,ALL_CONTENTS_NUMBER  ,FILES  ,SIZE  ,DATABASE_SERVICES  ,PROGRAMMING_LANGUAGES  ,LOG_SERVICES  ,MESSAGING_SERVICES  ,DOCKERFILES  ,MICROSERVICE  ,MICROSERVICE_SET  
145,mNet,mozammel,https://github.com/mozammel/mNet,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,429,349,2666,1,2,0,0,0,FALSE,FALSE
146,api-manager,easy30,https://github.com/easy30/api-manager,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,411,327,20312,1,1,0,0,0,FALSE,FALSE
147,kd-second-hand-workshop,lvr1997,https://github.com/lvr1997/kd-second-hand-workshop,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,435,371,8899,1,2,0,0,0,FALSE,FALSE
148,CBoard-boot,Ryan--Yang,https://github.com/Ryan--Yang/CBoard-boot,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2826,2420,17412,0,3,0,0,1,FALSE,FALSE
149,P2Pproj,GZzzhsmart,https://github.com/GZzzhsmart/P2Pproj,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4170,3629,98217,1,2,0,0,0,FALSE,FALSE
150,dime-server,HIIT,https://github.com/HIIT/dime-server,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,210,174,97425,1,2,0,0,5,FALSE,FALSE
151,Weixin_Server,doooyo,https://github.com/doooyo/Weixin_Server,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1152,925,4538,1,2,0,0,0,FALSE,FALSE
152,my-paper,justinbaby,https://github.com/justinbaby/my-paper,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1827,1618,67396,1,2,0,0,0,FALSE,FALSE
153,core-data,edgexfoundry,https://github.com/edgexfoundry/core-data,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,92,63,135,1,1,0,1,6,FALSE,FALSE
154,online-judge,mofadeyunduo,https://github.com/mofadeyunduo/online-judge,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,343,260,32227,1,3,0,0,3,FALSE,FALSE
155,cjs_ssms,MiniPa,https://github.com/MiniPa/cjs_ssms,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3525,3166,6101,1,1,0,0,0,FALSE,FALSE
156,online-whatif,AURIN,https://github.com/AURIN/online-whatif,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,632,508,23621,1,1,0,0,0,FALSE,FALSE
157,fishmaple,fishstormX,https://github.com/fishstormX/fishmaple,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,733,630,5237,1,2,0,0,0,FALSE,FALSE
158,ods-provisioning-app,opendevstack,https://github.com/opendevstack/ods-provisioning-app,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,564,433,3363,0,3,0,1,12,FALSE,FALSE
159,parabank,parasoft,https://github.com/parasoft/parabank,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,596,502,13074,1,2,0,0,2,FALSE,FALSE
160,IdentityRegistry,maritimeconnectivity,https://github.com/maritimeconnectivity/IdentityRegistry,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,260,211,4170,1,1,0,0,2,FALSE,FALSE
161,youkefu,zhangyanbo2007,https://github.com/zhangyanbo2007/youkefu,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3066,2692,5,1,2,0,1,0,FALSE,FALSE
163,active4j-flow,yunchaoyun,https://github.com/yunchaoyun/active4j-flow,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1547,1214,6235,1,2,0,0,8,FALSE,FALSE
164,Yark-AdminMS,yorkmass,https://github.com/yorkmass/Yark-AdminMS,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,593,501,41303,1,2,0,0,0,FALSE,FALSE
165,EMAS,vector1989,https://github.com/vector1989/EMAS,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2563,2200,145156,1,2,0,0,0,FALSE,FALSE
166,poet_ready_system,cmyang-it,https://github.com/cmyang-it/poet_ready_system,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,397,302,1642,1,2,0,0,0,FALSE,FALSE
167,EUSURVEY,EUSurvey,https://github.com/EUSurvey/EUSURVEY,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2645,2480,132789,1,3,0,0,1,FALSE,FALSE
168,steamMall,suyeq,https://github.com/suyeq/steamMall,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,497,427,6423,1,2,0,1,0,FALSE,FALSE
169,noah-health,zlren,https://github.com/zlren/noah-health,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,128,97,320,1,1,0,0,0,FALSE,FALSE
170,TutesMessanger,Prasad108,https://github.com/Prasad108/TutesMessanger,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,616,513,6773,1,2,0,0,1,FALSE,FALSE
171,circle_web,busing,https://github.com/busing/circle_web,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,793,612,30032,1,2,0,0,0,FALSE,FALSE
172,udaLib,UDA-EJIE,https://github.com/UDA-EJIE/udaLib,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,578,472,13882,1,1,0,0,0,FALSE,FALSE
174,delivery,khasang,https://github.com/khasang/delivery,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,352,282,7443,1,2,0,0,0,FALSE,FALSE
176,oztrack,uq-eresearch,https://github.com/uq-eresearch/oztrack,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1157,989,9225,1,3,0,1,0,FALSE,FALSE
177,live-server,wang007,https://github.com/wang007/live-server,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1826,1634,6130,1,3,0,0,0,FALSE,FALSE
178,paladin-boot,zxwgdft,https://github.com/zxwgdft/paladin-boot,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1972,1680,98169,1,2,0,0,2,FALSE,FALSE
179,byte_easy,shenshaoming,https://github.com/shenshaoming/byte_easy,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1629,1399,13242,1,3,0,1,0,FALSE,FALSE
180,business-process-service,nimble-platform,https://github.com/nimble-platform/business-process-service,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,402,320,2987,1,1,1,1,4,FALSE,FALSE
181,uni,codemky,https://github.com/codemky/uni,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,809,720,1450,1,1,0,0,0,FALSE,FALSE
182,SwiftRiver-API,ushahidi,https://github.com/ushahidi/SwiftRiver-API,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,418,352,1481,1,1,0,1,0,FALSE,FALSE
183,lv257,softservedata,https://github.com/softservedata/lv257,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,340,290,35610,1,2,0,0,0,FALSE,FALSE
184,aramcomp,aramsoft,https://github.com/aramsoft/aramcomp,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1986,1482,21087,1,4,0,0,0,FALSE,FALSE
185,Warehouse-system,bao17634,https://github.com/bao17634/Warehouse-system,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,611,531,1711,1,2,0,0,0,FALSE,FALSE
186,membership,shigenwang,https://github.com/shigenwang/membership,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,312,264,60199,1,2,1,0,0,FALSE,FALSE
187,seb-server,SafeExamBrowser,https://github.com/SafeExamBrowser/seb-server,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1353,1171,19638,1,2,0,1,6,FALSE,FALSE
188,jeecg-bpm-3.8,Seenck,https://github.com/Seenck/jeecg-bpm-3.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8989,7280,30635,1,7,0,0,0,FALSE,FALSE
189,GraffiTab-Backend,GraffiTab,https://github.com/GraffiTab/GraffiTab-Backend,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,677,543,85451,2,3,0,0,12,FALSE,FALSE
190,Poseidon,surajcm,https://github.com/surajcm/Poseidon,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,918,762,51459,1,3,0,1,0,FALSE,FALSE
191,buscloud,loongw513029,https://github.com/loongw513029/buscloud,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,870,760,6110,1,2,0,1,0,FALSE,FALSE
192,duang,tcrct,https://github.com/tcrct/duang,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,122,88,128,1,1,0,0,0,FALSE,FALSE
193,ZFGC3,ZFGCCP,https://github.com/ZFGCCP/ZFGC3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1106,943,7310,1,2,0,1,0,FALSE,FALSE
194,sinsim,WilsonHu,https://github.com/WilsonHu/sinsim,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,400,331,3052,1,1,0,1,4,FALSE,FALSE
195,open-cyclos,crypto-coder,https://github.com/crypto-coder/open-cyclos,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8638,7855,46129,1,2,0,1,0,FALSE,FALSE
196,goldenarches,sfx478076717,https://github.com/sfx478076717/goldenarches,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,668,562,18294,1,2,0,0,0,FALSE,FALSE
197,oss-admin-parent,zndo,https://github.com/zndo/oss-admin-parent,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,680,512,14826,1,2,0,0,0,FALSE,FALSE
199,Fund,cable5881,https://github.com/cable5881/Fund,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,873,687,4176,1,2,0,0,0,FALSE,FALSE
200,te-empl,wangwang1230,https://github.com/wangwang1230/te-empl,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,552,485,29367,1,2,0,0,0,FALSE,FALSE
201,elective_system,ElectiveTeam,https://github.com/ElectiveTeam/elective_system,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,739,585,3692,1,3,0,0,0,FALSE,FALSE
202,WMSystem,Rocklee830630,https://github.com/Rocklee830630/WMSystem,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9037,7459,100424,1,9,0,0,2,FALSE,FALSE
